CDS Code,[Lookup] District Master,County,District Name,District Type,Grade Levels,Student Enrollment (2024-25),Number of Schools (2024-25),County Superintendent (CCESSA) Region,Locale Classifications,Percent of Republican Votes (2020),Percent of Democratic Votes (2020),Overall Political Leaning (2020),Percent of Republican Votes (2024),Percent of Democratic Votes (2024),Overall Political Leaning (2024),Mean Income of Population in District Area,Median Income of Population in District Area,Student to Teacher Ratio,Average Chronic Absenteeism Rate,Expense per ADA (2022-23),Number of Title I Schools (2023-24),Average Pollution Burden Percentile,Percent English Learners (2024-25),Percent Unduplicated Students (2024-25),Percent of Students Receiving FRM (2024-25),Funding sources for sustainability efforts identified in LCAP,LCAP Funding Status,LCAP Direct Funding Total,LCAP Lumped Funding Total,Description of Funding,Environmental Vision or Goals Identified in LCAP,Description of vision or goals in LCAP (from [Lookup] District Master),Key Terms Identified in LCAP,Total GO Bonds and Parcel Taxes Attempted (2010 - 2029),Total GO Bonds and Parcel Taxes Passed (2010 - 2029),Most Recent Passed GO Bond Measure Year (2010-2029),Total Amount of GO Bond Measure Funding ($) (2010-2029),2024_election_bond_language,2023_election_bond_language,2022_election_bond_language,2021_election_bond_language,2020_election_bond_language,2019_election_bond_language,2018_election_bond_language,2017_election_bond_language,2016_election_bond_language,2015_election_bond_language,2014_election_bond_language,2013_election_bond_language,2012_election_bond_language,2011_election_bond_language,2010_election_bond_language,Environmental and Climate Literacy and Action Overall Indicator Status (20 points)
50755560000000,50755560000000,Stanislaus,Riverbank Unified,Unified School District,TK-Adult,2959,7,6,Suburban,54.5,43.4,Neutral,58.7,39.0,Neutral,$109985.92,$85091.15,21,38.70,$19234.12,6,78.35%,27.68,82.56,77.90,1,Direct Funding,$30000,,"6th grade outdoor education ($30,000): ""Fund the participation in Foothill Horizons for all grade 6 students at
Cardozo Middle School."" - pg 43",1,6th grade outdoor education - pg 43,Outdoor,1,1,2024,$21600000.00,"November 5, 2024: With no increase in current estimated tax rates, shall Riverbank Unified School District’s Ballot Question: measure to expand Career and Technical Education classrooms; replace aging restrooms and drinking fountains; and update security and emergency communication systems be adopted, authorizing $21.6 million of bonds with legal rates, audits, average levies below $53 per $100,000 of assessed valuation (raising $1.5 million annually while outstanding), citizen oversight, full public disclosure of all spending, and no funds taken by the State and spent elsewhere?
March 5, 2024: With funds that cannot be taken by the State, shall Riverbank Unified School District’s measure to renovate classrooms; repair facilities including aging roofs, electrical and plumbing; and improve school and student safety be adopted, reauthorizing as new bonds $2,100,000, previously approved by voters in 2005, with levies below 6 cents per $100 of assessed valuation (generating $770,000/year until repaid), legal rates, annual audits, taxpayer oversight, no increase in total approved debt and full disclosure of all spending?",,,,,,"November 6, 2018: Without increasing current tax rates, shall Riverbank Unified School District improve campus security and student safety; renovate, construct, equip, repair and improve classrooms and school facilities; repair/ replace leaky roofs; and replace and upgrade electrical wiring to meet current fire safety codes by issuing $19.1 million in bonds with legal rates, an average tax levy of 5.5 cents per $100 of assessed valuation while the bonds are outstanding (averaging $1.1 million/year), annual audits, and independent taxpayer oversight?",,,,,,,,,3.50
50712330000000,50712330000000,Stanislaus,Roberts Ferry Union Elementary,Elementary School District,K-8,199,2,6,Rural,72.9,25.4,Mildly Republican,74.7,23.3,Mildly Republican,$107254.00,$81297.00,21,0.00,$12613.62,2,61.57%,15.08,41.71,0.00,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,0.00
50712660000000,50712660000000,Stanislaus,Salida Union Elementary,Elementary School District,K-8,2968,8,6,Suburban,49.4,48.4,Neutral,54.5,42.9,Neutral,$125778.20,$95226.00,20,24.68,$17778.25,4,80.04%,20.82,69.00,64.22,0,No Funding,,,N/A,0,N/A,N/A,1,1,2024,$16000000.00,"November 5, 2024: With funds that cannot be taken by the State and spent elsewhere, shall Salida Union School District’s measure to replace leaky roofs; update security and emergency communication Ballot Question: systems; and ensure disabled access at Dena Boer, Mildred Perkins, Salida, Sisk Elementary Schools and Salida Middle School be adopted, authorizing $16 million of bonds with average levies below $19 per $100,000 of assessed valuation (raising $1,039,000 annually) while outstanding, legal rates, citizen oversight, audits, public disclosure of spending and no projected increase in current tax rates?",,,,"November 3, 2020: To retrofit and renovate classrooms at Dena Boer, Mildred Perkins, Salida and Sisk Elementary Schools and Salida Middle School; increase student internet and computer technology access; upgrade emergency communication/ preparedness and fire alarm systems; improve campus security /student safety; repair roofs and create local construction jobs, shall Salida Union School District�s measure authorizing $9.24 million in bonds be adopted with payments averaging less than 2� per $100 assessed valuation (raising an average $644,000/ year until repaid), legal rates, annual audits and independent oversight?",,"November 6, 2018: Without increasing current tax rates, shall Salida Union School District improve campus security and student safety by constructing secure school entrances, exits and fencing; renovate classrooms and schools; repair leaky plumbing; and replace and upgrade electrical wiring to meet current fire safety codes by issuing $2.5 million in bonds with legal rates, an average tax levy of $0.005 per $100 of assessed valuation while the bonds are J809outstanding (averaging $200,000/year), annual audits and independent taxpayer oversight?",,,,,,,,,3.50
50712740000000,50712740000000,Stanislaus,Shiloh Elementary,Elementary School District,K-8,185,3,6,Rural,58.0,40.1,Neutral,73.7,24.4,Mildly Republican,$104818.33,$74332.00,20,21.90,$17277.37,2,92.31%,29.19,65.95,27.57,0,No Funding,,,N/A,0,N/A,N/A,3,2,2022,$107852058.00,,,,,,,,,,,,,,,,0.50
50712820000000,50712820000000,Stanislaus,Stanislaus Union Elementary,Elementary School District,K-8,3329,7,6,Urban,47.6,50.2,Neutral,53.3,44.0,Neutral,$109642.12,$88412.41,20,20.58,$16971.02,4,66.04%,22.50,77.98,67.65,0,No Funding,,,N/A,0,N/A,N/A,3,3,2024,$66200000.00,"November 5, 2024: With funds that cannot be taken by the State, shall Stanislaus Union School District s measure Ballot Question: to replace inefficient heating and air-conditioning systems; modernize classrooms for Science, Technology, Engineering, Arts and Mathematics programs; and improve student safety at Agnes Baptist Elementary, Eisenhut Elementary, Josephine Chrysler Elementary, Mary Lou Dieterich Elementary, Stanislaus Elementary, and Prescott Junior High be adopted authorizing $45 million of bonds with legal rates, average levies below $29 per $100,000 of assessed valuation while outstanding (raising $2,580,000 annually), audits, citizen oversight and full public disclosure of all spending?",,,,"November 3, 2020: With no increase in total approved debt, shall Stanislaus Union School District's measure to retrofit/ construct classrooms; increase student internet/ technology access; improve school security/ student safety; upgrade emergency communication systems; and create local construction jobs be adopted, allowing immediate access to $21.4 million of previously approved bonds through issuance of new bonds with annual payments less than 3� per $100 of assessed valuation (generating $1.6 million dollars/ year until repaid), legal rates, annual audits and independent oversight?",,,,,,,,,,,3.50
50712900000000,50712900000000,Stanislaus,Sylvan Union Elementary,Elementary School District,K-8,7976,14,6,Urban,48.9,48.9,Neutral,53.7,43.7,Neutral,$107189.26,$83966.59,21,21.79,$16004.58,12,62.01%,15.12,70.44,63.75,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,4.00
50757390000000,50757390000000,Stanislaus,Turlock Unified,Unified School District,TK-Adult,13744,17,6,Suburban,53.5,44.3,Neutral,58.9,38.6,Neutral,$96358.19,$75493.08,22,29.16,$17148.43,11,73.85%,25.95,71.43,49.32,1,Direct Funding,$615884,,"Outdoor education ($385,162): ""Participate in Foothill Horizons Outdoor Education, including health & behavioral accommodations & personnel."" - pg 38

Maintain/expand District Farm to support agriculture education & enrichment:

A. Equipment/materials/maintenance
B. Applied Horticulture & Environmental Science Studies Coordinator to manage District Farm and support agriculture, STEM, natural resources, & energy education",1,"""Floral design class field trips to the Farm to apply
agriculture classroom education increased. Special Education students visit the Farm to practice community-based instruction and
vocation skills. Child Nutrition utilizes the fruit harvest to expose students to fresh fruit. The Coordinator oversees and supports
agriculture in the classroom and school garden programs across TUSD elementary sites. ""                                            Outdoor education - pg 38","Garden, outdoor",4,1,2016,$10650000.00,,,,,,,,,"November 8, 2016: To upgrade and repair elementary schools with local funding that cannot be taken by the State, shall Turlock Unified School District provide new classrooms/instructional technology, including necessary infrastructure, for core academics including math, science, reading/writing; modernize classrooms to meet health/safety codes; improve campus safety/security; repair, construct, acquire, equip, classrooms, sites, facilities; by issuing $40,800,000 of bonds at legal rates, with independent citizen oversight, no money for administrators, and all funds used for Turlock Schools? November 8, 2016: To upgrade and repair high schools with local funding that cannot be taken by the State, shall Turlock Unified School District provide science, technology/engineering labs; provide new classrooms/instructional technology, including necessary infrastructure, for core academics; modernize facilities to meet health/safety codes; improve campus safety/security; repair, construct, acquire, equip, classrooms, sites, facilities; by issuing $48,000,000 of bonds at legal rates, with independent citizen oversight, no money for administrators, and all funds used for Turlock Schools?",,,,,,,5.00
50713240000000,50713240000000,Stanislaus,Valley Home Joint Elementary,Elementary School District,K-8,191,1,6,Rural,71.7,26.9,Mildly Republican,72.7,25.6,Mildly Republican,$123107.00,$95553.00,20,15.00,$15248.41,1,63.02%,10.47,36.65,19.90,0,No Funding,,,N/A,0,N/A,N/A,4,2,2020,$11740000.00,,,,,,,,,,,,,,,,1.25
50755720000000,50755720000000,Stanislaus,Waterford Unified,Unified School District,TK-Adult,2501,8,6,Town,65.3,32.7,Mildly Republican,69.0,28.8,Mildly Republican,$101408.67,$75640.67,15,32.84,$19691.02,5,73.04%,18.59,79.05,75.77,0,No Funding,,,N/A,0,N/A,N/A,1,0,,$0.00,,,,,,,,,"November 8, 2016: To upgrade/acquire career technical education classrooms; renovate/repair aging classrooms; replace leaking pipes; repair or replace roofs; and update fire/life safety systems at Richard M. Moon Primary, Waterford Junior, Lucille Whitehead Intermediate, Waterford High and other district facilities, shall Waterford Unified School District be authorized to issue $10.65 million of bonds with rates below legal limits, independent citizen oversight, no funds for administrator salaries or taken by the State and NO increase in existing tax rates?",,,,,,,4.00
51713570000000,51713570000000,Sutter,Brittan Elementary,Elementary School District,K-8,539,1,3,Rural,70.0,28.1,Mildly Republican,77.6,20.5,Mildly Republican,$108828.00,$79747.00,27,24.70,$11299.74,1,57.43%,2.04,35.44,28.76,0,No Funding,,,N/A,0,N/A,N/A,1,1,2018,$4000000.00,,,,,,,"June 5, 2018: To construct/renovate classrooms, restrooms/school facilities to improve the quality of education at Brittan Elementary School, build a gymnasium for school and community use; repair, construct, acquire classrooms, sites and equipment, shall this Brittan Elementary School District measure be adopted to issue $4,000,000 of bonds at legal rates, levy proximately 3 cents/$100 assessed value, generating approximately $260,000 annually while bonds are outstanding, with annual audits, independent citizens� oversight, NO money for salaries, all money staying local?",,,,,,,,,7.25
51713650000000,51713650000000,Sutter,Browns Elementary,Elementary School District,K-8,143,1,3,Rural,75.3,22.7,Mildly Republican,78.1,19.1,Mildly Republican,$137388.50,$110886.00,18,5.60,$14178.90,1,52.60%,8.39,32.87,9.79,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,0.00
51713730000000,51713730000000,Sutter,East Nicolaus Joint Union High,High School District,9-12,308,1,3,Rural,70.8,27.1,Mildly Republican,72.0,25.5,Mildly Republican,$122539.25,$101457.00,19,21.90,$16559.63,1,55.99%,2.92,27.60,25.00,0,No Funding,,,N/A,0,N/A,N/A,1,1,2014,$4000000.00,,,,,,,,,,,"November 4, 2014: To improve the quality of education with funding that cannot be taken by the State; repair or replace leaky roofs; modernize outdated classrooms, restrooms and school facilities; replace outdated heating, ventilation and air-conditioning systems; make health and safety improvements; and replace temporary portables with permanent classrooms; shall the East Nicolaus Joint Union High School District issue $4,000,000 of bonds at legal interest rates, have an independent citizens� oversight committee and have NO money used for administrative salaries?",,,,,4.00
51713810000000,51713810000000,Sutter,Franklin Elementary,Elementary School District,K-8,505,1,3,Rural,59.6,38.0,Neutral,69.2,28.7,Mildly Republican,$112860.57,$85198.86,25,8.60,$12125.86,1,56.12%,7.72,28.71,25.54,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,1.50
